"
가능해져 v-comp-ae_irule 가능하아지
가능해져 v-hay_irule 가능하아지
가능해져 v-sub-udef_irule 가능하아지
가능해졌 v-pst_irule 가능하아지
가능해진 v-mod-pst_irule 가능하아지
가능해진 v-nonst-pres_irule 가능하아지
가능해질 v-mod-fut_irule 가능하아지
가둔 v-mod-pst_irule 가두
가둔 v-nonst-pres_irule 가두
가둘 v-mod-fut_irule 가두
가둬 v-comp-ae_irule 가두
가둬 v-hay_irule 가두
가둬 v-sub-udef_irule 가두
가뒀 v-pst_irule 가두
가득메운 v-mod-pst_irule 가득메우
가득메운 v-nonst-pres_irule 가득메우
가득차 v-comp-ae_irule 가득차
가득차 v-hay_irule 가득차
가득차 v-sub-udef_irule 가득차
가득차서 v-sub-reason_irule 가득차
가득찬 v-mod-pst_irule 가득차
가득찬 v-nonst-pres_irule 가득차
가득찰 v-mod-fut_irule 가득차
가득찼 v-pst_irule 가득차
가득해 v-comp-ae_irule 가득하
가득해 v-hay_irule 가득하
가득해 v-sub-udef_irule 가득하
가득했 v-pst_irule 가득하
가뜬한 v-mod-pst_irule 가뜬하
가라 v-hay_irule 가
가라앉혀 v-comp-ae_irule 가라앉히
가라앉혀 v-hay_irule 가라앉히
가라앉혀 v-sub-udef_irule 가라앉히
가라앉혀서 v-sub-reason_irule 가라앉히
가라앉힌 v-mod-pst_irule 가라앉히
가라앉힌 v-nonst-pres_irule 가라앉히
가라앉힐 v-mod-fut_irule 가라앉히
가라운데 v-sub-udef_irule 가랍
가라워 v-comp-ae_irule 가랍
가라워 v-hay_irule 가랍
가라워 v-sub-udef_irule 가랍
가려 v-comp-ae_irule 가리
가려 v-hay_irule 가리
가려 v-sub-udef_irule 가리
가려내 v-comp-ae_irule 가려내
가려내 v-hay_irule 가려내
가려내 v-sub-udef_irule 가려내
가려내서 v-sub-reason_irule 가려내
가려내야 v-comp-eya_irule 가려내
가려낸 v-mod-pst_irule 가려내
가려낸 v-nonst-pres_irule 가려내
가려낼 v-mod-fut_irule 가려내
가려본 v-mod-pst_irule 가려보
가려본 v-nonst-pres_irule 가려보
가려서 v-sub-reason_irule 가리
가려야 v-comp-eya_irule 가리
가려우나 v-comp-na_irule 가렵
가려우면 v-sub-cond_irule 가렵
가려운 v-mod-pst_irule 가렵
가려울 v-mod-fut_irule 가렵
가려움 v-ger-um_irule 가렵
가려워 v-comp-ae_irule 가렵
가려워 v-hay_irule 가렵
가려워 v-sub-udef_irule 가렵
가련함 v-ger-um_irule 가련하
가련헐 v-mod-fut_irule 가련허
가렸 v-pst_irule 가리
가로놓여 v-comp-ae_irule 가로놓이
가로놓여 v-hay_irule 가로놓이
가로놓여 v-sub-udef_irule 가로놓이
가로놓인 v-mod-pst_irule 가로놓이
가로놓인 v-nonst-pres_irule 가로놓이
가로누우면서 v-sub-time_irule 가로눕
가로막혀 v-comp-ae_irule 가로막히
가로막혀 v-hay_irule 가로막히
가로막혀 v-sub-udef_irule 가로막히
가로막힌 v-mod-pst_irule 가로막히
가로막힌 v-nonst-pres_irule 가로막히
가로저어 v-comp-ae_irule 가로젓
가로저어 v-hay_irule 가로젓
가로저어 v-sub-udef_irule 가로젓
가로저으면서 v-sub-time_irule 가로젓
가로저을 v-mod-fut_irule 가로젓
가로지른 v-mod-pst_irule 가로지르
가로지른 v-nonst-pres_irule 가로지르
가로지를 v-mod-fut_irule 가로지르
가로질러 v-comp-ae_irule 가로지르
가로질러 v-hay_irule 가로지르
가로질러 v-sub-udef_irule 가로지르
가로질렀 v-pst_irule 가로지르
가로질려 v-comp-ae_irule 가로지르
가로질려 v-hay_irule 가로지르
가로질려 v-sub-udef_irule 가로지르
가로질린 v-mod-pst_irule 가로질리
가로질린 v-nonst-pres_irule 가로질리
가로채 v-comp-ae_irule 가로채
가로채 v-hay_irule 가로채
가로채 v-sub-udef_irule 가로채
가로채였 v-pst_irule 가로채이
가로챈 v-mod-pst_irule 가로채
가로챈 v-nonst-pres_irule 가로채
가로챌 v-mod-fut_irule 가로채
가로챘 v-pst_irule 가로채
가르쳐 v-comp-ae_irule 가르치
가르쳐 v-hay_irule 가르치
가르쳐 v-sub-udef_irule 가르치
가르쳐서 v-sub-reason_irule 가르치
가르쳐야 v-comp-eya_irule 가르치
가르쳤 v-pst_irule 가르치
가르치셨 v-pst_irule 가르치시
가르치신 v-mod-pst_irule 가르치시
가르치신 v-nonst-pres_irule 가르치시
가르친 v-mod-pst_irule 가르치
가르친 v-nonst-pres_irule 가르치
가르칠 v-mod-fut_irule 가르치
가르켜 v-comp-ae_irule 가르키
가르켜 v-hay_irule 가르키
가르켜 v-sub-udef_irule 가르키
가르켜서 v-sub-reason_irule 가르키
가른 v-mod-pst_irule 가르
가른 v-nonst-pres_irule 가르
가를 v-mod-fut_irule 가르
가름 v-ger-um_irule 가르
가리실 v-mod-fut_irule 가리시
가리워 v-comp-ae_irule 가리우
가리워 v-hay_irule 가리우
가리워 v-sub-udef_irule 가리우
가리켜 v-comp-ae_irule 가리키
가리켜 v-hay_irule 가리키
가리켜 v-sub-udef_irule 가리키
가리켜야 v-comp-eya_irule 가리키
가리켰 v-pst_irule 가리키
가리킨 v-mod-pst_irule 가리키
가리킨 v-nonst-pres_irule 가리키
가리킬 v-mod-fut_irule 가리키
가린 v-mod-pst_irule 가리
가린 v-nonst-pres_irule 가리
가릴 v-mod-fut_irule 가리
가림 v-ger-um_irule 가리
가만둘 v-mod-fut_irule 가만두
가물 v-mod-fut_irule 가물
가물가물해 v-comp-ae_irule 가물가물하
가물가물해 v-hay_irule 가물가물하
가물가물해 v-sub-udef_irule 가물가물하
가물가물해진 v-mod-pst_irule 가물가물하아지
가물가물해진 v-nonst-pres_irule 가물가물하아지
가물가물해질 v-mod-fut_irule 가물가물하아지
가벼우면 v-sub-cond_irule 가볍
가벼우면서 v-sub-time_irule 가볍
가벼운 v-mod-pst_irule 가볍
가벼울 v-mod-fut_irule 가볍
가벼움 v-ger-um_irule 가볍
가벼워 v-comp-ae_irule 가볍
가벼워 v-hay_irule 가볍
가벼워 v-sub-udef_irule 가볍
가벼워서 v-sub-reason_irule 가볍
가빠 v-comp-ae_irule 가쁘
가빠 v-hay_irule 가쁘
가빠 v-sub-udef_irule 가쁘
가빠서 v-sub-reason_irule 가쁘
가빠져 v-comp-ae_irule 가빠지
가빠져 v-hay_irule 가빠지
가빠져 v-sub-udef_irule 가빠지
가빠진 v-mod-pst_irule 가빠지
가빠진 v-nonst-pres_irule 가빠지
가빴 v-pst_irule 가쁘
가뿐해 v-comp-ae_irule 가뿐하
가뿐해 v-hay_irule 가뿐하
가뿐해 v-sub-udef_irule 가뿐하
가뿐해질 v-mod-fut_irule 가뿐하아지
가쁜 v-mod-pst_irule 가쁘
가쁜지 v-sub-time_irule 가쁘
가쁜치 v-comp-ci_irule 가쁜하
가쁨 v-ger-um_irule 가쁘
가새질러 v-comp-ae_irule 가새지르
가새질러 v-hay_irule 가새지르
가새질러 v-sub-udef_irule 가새지르
가서 v-sub-reason_irule 가
가셔 v-comp-ae_irule 가시
가셔 v-hay_irule 가시
가셔 v-sub-udef_irule 가시
가셔서 v-sub-reason_irule 가시
가셔야 v-comp-eya_irule 가시
가셨 v-pst_irule 가시
가소로울 v-mod-fut_irule 가소롭
가신 v-mod-pst_irule 가시
가신 v-nonst-pres_irule 가시
가실 v-mod-fut_irule 가시
가실려거든 v-sub-udef_irule 가시
가실려고 v-sub-udef_irule 가시
가심 v-ger-um_irule 가시
가여운 v-mod-pst_irule 가엽
가여워 v-comp-ae_irule 가엽
가여워 v-hay_irule 가엽
가여워 v-sub-udef_irule 가엽
가여워서 v-sub-reason_irule 가엽
가여은 v-mod-pst_irule 가엽
가열해 v-comp-ae_irule 가열하
가열해 v-hay_irule 가열하
가열해 v-sub-udef_irule 가열하
가요 v-hayyo-fm_irule 가
가위눌려 v-comp-ae_irule 가위눌리
가위눌려 v-hay_irule 가위눌리
가위눌려 v-sub-udef_irule 가위눌리
가위눌린 v-mod-pst_irule 가위눌리
가위눌린 v-nonst-pres_irule 가위눌리
가져 v-comp-ae_irule 가지
가져 v-hay_irule 가지
가져 v-sub-udef_irule 가지
가져가 v-comp-ae_irule 가져가
가져가 v-hay_irule 가져가
가져가 v-sub-udef_irule 가져가
가져가서 v-sub-reason_irule 가져가
가져간 v-mod-pst_irule 가져가
가져간 v-nonst-pres_irule 가져가
가져갈 v-mod-fut_irule 가져가
가져갔 v-pst_irule 가져가
가져다 v-sub-udef_irule 가지
가져다가 v-sub-udef_irule 가지
가져다준 v-mod-pst_irule 가져다주
가져다준 v-nonst-pres_irule 가져다주
가져다줄 v-mod-fut_irule 가져다주
가져라 v-hay_irule 가지
가져서 v-sub-reason_irule 가지
가져야 v-comp-eya_irule 가지
가져온 v-mod-pst_irule 가져오
가져온 v-nonst-pres_irule 가져오
가져올 v-mod-fut_irule 가져오
가져올지 v-sub-udef_irule 가져오
가져옴 v-ger-um_irule 가져오
가져와 v-comp-ae_irule 가져오
가져와 v-hay_irule 가져오
가져와 v-sub-udef_irule 가져오
가져와라 v-hay_irule 가져오
가져와서 v-sub-reason_irule 가져오
가져왔 v-pst_irule 가져오
가졌 v-pst_irule 가지
가졌었 v-pst_irule 가지
가주고 v-and-coord_irule 가지
가주고 v-comp-ko2_irule 가지
가주고 v-comp-ko4_irule 가지
가주고 v-sub-andthen_irule 가지
가지런해진 v-mod-pst_irule 가지런하아지
가지런해진 v-nonst-pres_irule 가지런하아지
가지셨 v-pst_irule 가지시
가지신 v-mod-pst_irule 가지시
가지신 v-nonst-pres_irule 가지시
가진 v-mod-pst_irule 가지
가진 v-nonst-pres_irule 가지
가질 v-mod-fut_irule 가지
가질려고 v-sub-udef_irule 가지
가질수록 v-sub-udef_irule 가지
가짐 v-ger-um_irule 가지
가차운 v-mod-pst_irule 가찹
가튼 v-mod-pst_irule 같
가파른 v-mod-pst_irule 가파르
가파른지 v-sub-time_irule 가파르
가파서 v-sub-reason_irule 가프
가팔라서 v-sub-reason_irule 가파르
가팔랐 v-pst_irule 가파르
가팔랐 v-pst_irule 가팔르
가하여 v-comp-ae_irule 가하
가하여 v-sub-udef_irule 가하
가하였 v-pst_irule 가하
가한 v-mod-pst_irule 가하
가한 v-nonst-pres_irule 가하
가할 v-mod-fut_irule 가하
가할수록 v-sub-udef_irule 가하
가함 v-ger-um_irule 가하
가해 v-comp-ae_irule 가하
가해 v-hay_irule 가하
가해 v-sub-udef_irule 가하
가해서 v-sub-reason_irule 가하
가했 v-pst_irule 가하
각박해 v-comp-ae_irule 각박하
각박해 v-hay_irule 각박하
각박해 v-sub-udef_irule 각박하
각박해져 v-comp-ae_irule 각박하아지
각박해져 v-hay_irule 각박하아지
각박해져 v-sub-udef_irule 각박하아지
각박해진 v-mod-pst_irule 각박하아지
각박해진 v-nonst-pres_irule 각박하아지
각별난 v-mod-pst_irule 각별나
간 v-mod-pst_irule 가
간 v-mod-pst_irule 갈
간 v-nonst-pres_irule 가
간 v-nonst-pres_irule 갈
간다거나 v-sub-udef_irule 가
간단해 v-comp-ae_irule 간단하
간단해 v-hay_irule 간단하
간단해 v-sub-udef_irule 간단하
간답시고 v-sub-udef_irule 가
간당거렸 v-pst_irule 간당거리
간드러진 v-mod-pst_irule 간드러지
간드러진 v-nonst-pres_irule 간드러지
간사해 v-comp-ae_irule 간사하
간사해 v-hay_irule 간사하
간사해 v-sub-udef_irule 간사하
간소해져서 v-sub-reason_irule 간소하아지
간절해 v-comp-ae_irule 간절하
간절해 v-hay_irule 간절하
간절해 v-sub-udef_irule 간절하
간지 v-sub-time_irule 가
간지러운 v-mod-pst_irule 간지럽
간지러울 v-mod-fut_irule 간지럽
간지러움 v-ger-um_irule 간지럽
간지러워서 v-sub-reason_irule 간지럽
간질거릴 v-mod-fut_irule 간질거리
간추려 v-comp-ae_irule 간추리
간추려 v-hay_irule 간추리
간추려 v-sub-udef_irule 간추리
간추려서 v-sub-reason_irule 간추리
간추린 v-mod-pst_irule 간추리
간추린 v-nonst-pres_irule 간추리
갇혀 v-comp-ae_irule 갇히
갇혀 v-hay_irule 갇히
갇혀 v-sub-udef_irule 갇히
갇혀서 v-sub-reason_irule 갇히
갇혀야 v-comp-eya_irule 갇히
갇혔 v-pst_irule 갇히
갇힌 v-mod-pst_irule 갇히
갇힌 v-nonst-pres_irule 갇히
갈 v-mod-fut_irule 가
갈 v-mod-fut_irule 갈
갈겨 v-comp-ae_irule 갈기
갈겨 v-hay_irule 갈기
갈겨 v-sub-udef_irule 갈기
갈겨서 v-sub-reason_irule 갈기
갈겼 v-pst_irule 갈기
갈긴 v-mod-pst_irule 갈기
갈긴 v-nonst-pres_irule 갈기
갈길 v-mod-fut_irule 갈기
갈라 v-comp-ae_irule 가르
갈라 v-hay_irule 가르
갈라 v-sub-udef_irule 가르
갈라다 v-sub-udef_irule 가르
갈라붙인 v-mod-pst_irule 갈라붙이
갈라붙인 v-nonst-pres_irule 갈라붙이
갈라서 v-sub-reason_irule 가르
갈라서서 v-sub-reason_irule 갈라서
갈라설 v-mod-fut_irule 갈라서
갈라져 v-comp-ae_irule 갈라지
갈라져 v-hay_irule 갈라지
갈라져 v-sub-udef_irule 갈라지
갈라져서 v-sub-reason_irule 갈라지
갈라졌 v-pst_irule 갈라지
갈라진 v-mod-pst_irule 갈라지
갈라진 v-nonst-pres_irule 갈라지
갈라질 v-mod-fut_irule 갈라지
갈라질지 v-sub-udef_irule 갈라지
갈라짐 v-ger-um_irule 갈라지
갈려 v-comp-ae_irule 갈리
갈려 v-hay_irule 갈리
갈려 v-sub-udef_irule 갈리
갈려고 v-sub-udef_irule 가
갈렸 v-pst_irule 갈리
갈린 v-mod-pst_irule 갈리
갈린 v-nonst-pres_irule 갈리
갈릴 v-mod-fut_irule 갈리
갈망정 v-sub-udef_irule 가
갈서서 v-sub-reason_irule 갈서
갈수록 v-sub-udef_irule 가
갈아끼운 v-mod-pst_irule 갈아끼우
갈아끼운 v-nonst-pres_irule 갈아끼우
갈아끼워 v-comp-ae_irule 갈아끼우
갈아끼워 v-hay_irule 갈아끼우
갈아끼워 v-sub-udef_irule 갈아끼우
갈아붙일 v-mod-fut_irule 갈아붙이
갈아입혀 v-comp-ae_irule 갈아입히
갈아입혀 v-hay_irule 갈아입히
갈아입혀 v-sub-udef_irule 갈아입히
갈아입혔 v-pst_irule 갈아입히
갈아입힐 v-mod-fut_irule 갈아입히
갈아줘야 v-comp-eya_irule 갈아주
갈아치울 v-mod-fut_irule 갈아치우
갈아타서 v-sub-reason_irule 갈아타
갈아타실 v-mod-fut_irule 갈아타시
갈아탄 v-mod-pst_irule 갈아타
갈아탄 v-nonst-pres_irule 갈아타
갈아탈 v-mod-fut_irule 갈아타
갈지 v-sub-udef_irule 가
갈테니 v-sub-udef_irule 가
갈팡질팡할 v-mod-fut_irule 갈팡질팡하
갈한 v-mod-pst_irule 갈하
갈한 v-nonst-pres_irule 갈하
갈할 v-mod-fut_irule 갈하
감 v-ger-um_irule 가
감감해 v-comp-ae_irule 감감하
감감해 v-hay_irule 감감하
감감해 v-sub-udef_irule 감감하
감겨 v-comp-ae_irule 감기
감겨 v-hay_irule 감기
감겨 v-sub-udef_irule 감기
감겨드는 v-mod-pres_irule 감겨들
감겨서 v-sub-reason_irule 감기
감겼 v-pst_irule 감기
감긴 v-mod-pst_irule 감기
감긴 v-nonst-pres_irule 감기
감김 v-ger-um_irule 감기
감도는 v-mod-pres_irule 감돌
감미로운 v-mod-pst_irule 감미롭
감미로웠 v-pst_irule 감미롭
감싸 v-comp-ae_irule 감싸
감싸 v-hay_irule 감싸
감싸 v-sub-udef_irule 감싸
감싸인 v-mod-pst_irule 감싸이
감싸인 v-nonst-pres_irule 감싸이
감싼 v-mod-pst_irule 감싸
감싼 v-nonst-pres_irule 감싸
감쌌 v-pst_irule 감싸
감아올릴 v-mod-fut_irule 감아올리
감아쥔 v-mod-pst_irule 감아쥐
감아쥔 v-nonst-pres_irule 감아쥐
감으셨 v-pst_irule 감으시
감으신 v-mod-pst_irule 감으시
감으신 v-nonst-pres_irule 감으시
감춘 v-mod-pst_irule 감추
감춘 v-nonst-pres_irule 감추
감출 v-mod-fut_irule 감추
감출수록 v-sub-udef_irule 감추
감춤 v-ger-um_irule 감추
감춰 v-comp-ae_irule 감추
감춰 v-hay_irule 감추
감춰 v-sub-udef_irule 감추
감춰야 v-comp-eya_irule 감추
감췄 v-pst_irule 감추
감친 v-mod-pst_irule 감치
감친 v-nonst-pres_irule 감치
감칠 v-mod-fut_irule 감치
감한 v-mod-pst_irule 감하
감한 v-nonst-pres_irule 감하
감해 v-comp-ae_irule 감하
감해 v-hay_irule 감하
감해 v-sub-udef_irule 감하
갑니다 v-decl-fm_irule 가
갑시다 v-sug-fm_irule 가
갑시다 v-sug-fm_irule 가
갑작스러운 v-mod-pst_irule 갑작스럽
갑작스러웠 v-pst_irule 갑작스럽
갑작스런 v-mod-pst_irule 갑작스럽
값나갈 v-mod-fut_irule 값나가
값비싼 v-mod-pst_irule 값비싸
값싼 v-mod-pst_irule 값싸
값져 v-comp-ae_irule 값지
값져 v-hay_irule 값지
값져 v-sub-udef_irule 값지
값진 v-mod-pst_irule 값지
갓난 v-mod-pst_irule 갓나
갓된 v-mod-pst_irule 갓되
갓배운 v-mod-pst_irule 갓배우
갓배운 v-nonst-pres_irule 갓배우
갓태어난 v-mod-pst_irule 갓태어나
갓태어난 v-nonst-pres_irule 갓태어나
갔 v-pst_irule 가
갔었 v-pst_irule 가
강강한 v-mod-pst_irule 강강하
강강한 v-nonst-pres_irule 강강하
강건해 v-comp-ae_irule 강건하
강건해 v-hay_irule 강건하
강건해 v-sub-udef_irule 강건하
강대해진 v-mod-pst_irule 강대하아지
강대해진 v-nonst-pres_irule 강대하아지
강력해 v-comp-ae_irule 강력하
강력해 v-hay_irule 강력하
강력해 v-sub-udef_irule 강력하
강렬해 v-comp-ae_irule 강렬하
강렬해 v-hay_irule 강렬하
강렬해 v-sub-udef_irule 강렬하
강성하여져 v-comp-ae_irule 강성하아지
강성하여져 v-hay_irule 강성하아지
강성하여져 v-sub-udef_irule 강성하아지
강짜루했 v-pst_irule 강짜루하
강파른 v-mod-pst_irule 강파르
강팔진 v-mod-pst_irule 강팔지
강하여 v-comp-ae_irule 강하
강하여 v-sub-udef_irule 강하
강하였 v-pst_irule 강하
강한 v-mod-pst_irule 강하
강한데 v-sub-udef_irule 강하
강한지 v-sub-time_irule 강하
강할 v-mod-fut_irule 강하
강할수록 v-sub-udef_irule 강하
강함 v-ger-um_irule 강하
강해 v-comp-ae_irule 강하
강해 v-hay_irule 강하
강해 v-sub-udef_irule 강하
강해서 v-sub-reason_irule 강하
강했 v-pst_irule 강하
강했었 v-pst_irule 강하
갖고 v-and-coord_irule 가지
갖고 v-comp-ko2_irule 가지
갖고 v-comp-ko4_irule 가지
갖고 v-sub-andthen_irule 가지
갖다바칠 v-mod-fut_irule 갖다바치
갖다준 v-mod-pst_irule 갖다주
갖다준 v-nonst-pres_irule 갖다주
갖춘 v-mod-pst_irule 갖추
갖춘 v-nonst-pres_irule 갖추
갖출 v-mod-fut_irule 갖추
갖춤 v-ger-um_irule 갖추
갖춰 v-comp-ae_irule 갖추
갖춰 v-hay_irule 갖추
갖춰 v-sub-udef_irule 갖추
갖춰야 v-comp-eya_irule 갖추
갖췄 v-pst_irule 갖추
갖힌 v-mod-pst_irule 갖히
갖힌 v-nonst-pres_irule 갖히
같아져 v-comp-ae_irule 같아지
같아져 v-hay_irule 같아지
같아져 v-sub-udef_irule 같아지
같아질 v-mod-fut_irule 같아지
같으신 v-mod-pst_irule 같으시
같이하여 v-comp-ae_irule 같이하
같이하여 v-sub-udef_irule 같이하
같이하였 v-pst_irule 같이하
같이해서 v-sub-reason_irule 같이하
개감스러운 v-mod-pst_irule 개감스럽
개긴 v-mod-pst_irule 개기
개긴 v-nonst-pres_irule 개기
개길 v-mod-fut_irule 개기
개뿐한 v-mod-pst_irule 개뿐하
개서 v-sub-reason_irule 개
개었 v-pst_irule 개이
개운해 v-comp-ae_irule 개운하
개운해 v-hay_irule 개운하
개운해 v-sub-udef_irule 개운하
개웃하여 v-comp-ae_irule 개웃하
개웃하여 v-sub-udef_irule 개웃하
개인 v-mod-pst_irule 개이
개인 v-nonst-pres_irule 개이
개임 v-ger-um_irule 개이
개켜 v-comp-ae_irule 개키
개켜 v-hay_irule 개키
개켜 v-sub-udef_irule 개키
개켰 v-pst_irule 개키
갠 v-mod-pst_irule 개
갠 v-nonst-pres_irule 개
갤 v-mod-fut_irule 개
갰 v-pst_irule 개
갸름해진 v-mod-pst_irule 갸름하아지
갸름해진 v-nonst-pres_irule 갸름하아지
갸웃거렸 v-pst_irule 갸웃거리
갸웃거릴 v-mod-fut_irule 갸웃거리
거꾸러뜨린 v-mod-pst_irule 거꾸러뜨리
거꾸러뜨린 v-nonst-pres_irule 거꾸러뜨리
거꾸러뜨릴 v-mod-fut_irule 거꾸러뜨리
거꾸러져 v-comp-ae_irule 거꾸러지
거꾸러져 v-hay_irule 거꾸러지
거꾸러져 v-sub-udef_irule 거꾸러지
거꾸러질 v-mod-fut_irule 거꾸러지
거나해 v-comp-ae_irule 거나하
거나해 v-hay_irule 거나하
거나해 v-sub-udef_irule 거나하
거나해질 v-mod-fut_irule 거나하아지
거느냐 v-inter-infm_irule 걸
거느려서 v-sub-reason_irule 거느리
거느리신 v-mod-pst_irule 거느리시
거느리신 v-nonst-pres_irule 거느리시
거느린 v-mod-pst_irule 거느리
거느린 v-nonst-pres_irule 거느리
거느릴 v-mod-fut_irule 거느리
거는 v-mod-pres_irule 걸
거는데 v-sub-udef_irule 걸
거는지 v-sub-time_irule 걸
거니 v-inter-infm_irule 걸
거니 v-sub-reason_irule 걸
거니는 v-mod-pres_irule 거닐
거닐 v-mod-fut_irule 거닐
거두셔서 v-sub-reason_irule 거두시
거두어들여 v-comp-ae_irule 거두어들이
거두어들여 v-hay_irule 거두어들이
거두어들여 v-sub-udef_irule 거두어들이
거두어들인 v-mod-pst_irule 거두어들이
거두어들인 v-nonst-pres_irule 거두어들이
거두어들일 v-mod-fut_irule 거두어들이
거둔 v-mod-pst_irule 거두
거둔 v-nonst-pres_irule 거두
거둔데 v-sub-udef_irule 거두
거둘 v-mod-fut_irule 거두
거둘지 v-sub-udef_irule 거두
거둠 v-ger-um_irule 거두
거둬 v-comp-ae_irule 거두
거둬 v-hay_irule 거두
거둬 v-sub-udef_irule 거두
거둬들여 v-comp-ae_irule 거둬들이
거둬들여 v-hay_irule 거둬들이
거둬들여 v-sub-udef_irule 거둬들이
거둬들여야 v-comp-eya_irule 거둬들이
거둬들이겠 v-fut_irule 거두어들이
거둬들이던 v-mod-pst_irule 거두어들이
거둬들이던 v-nonst-pres_irule 거두어들이
거둬들이지 v-comp-ci_irule 거두어들이
거둬들인 v-mod-pst_irule 거둬들이
거둬들인 v-nonst-pres_irule 거둬들이
거둬들일 v-mod-fut_irule 거둬들이
거둬서 v-sub-reason_irule 거두
거둬야 v-comp-eya_irule 거두
거뒀 v-pst_irule 거두
거드는 v-mod-pres_irule 거들
거든 v-mod-pst_irule 거들
거든 v-nonst-pres_irule 거들
거들 v-mod-fut_irule 거들
거들떠 v-comp-ae_irule 거들뜨
거들떠 v-hay_irule 거들뜨
거들떠 v-sub-udef_irule 거들뜨
거들떠나 v-comp-na_irule 거들뜨
거들먹거림 v-ger-um_irule 거들먹거리
거듦 v-ger-um_irule 거들
거듭난 v-mod-pst_irule 거듭나
거듭난 v-nonst-pres_irule 거듭나
거듭날 v-mod-fut_irule 거듭나
거듭남 v-ger-um_irule 거듭나
거듭났 v-pst_irule 거듭나
거듭된 v-mod-pst_irule 거듭되
거듭된 v-nonst-pres_irule 거듭되
거듭될수록 v-sub-udef_irule 거듭되
거듭하여 v-comp-ae_irule 거듭하
거듭하여 v-sub-udef_irule 거듭하
거듭하였 v-pst_irule 거듭하
거듭할수록 v-sub-udef_irule 거듭하
거듭함 v-ger-um_irule 거듭하
거듭해 v-comp-ae_irule 거듭하
거듭해 v-hay_irule 거듭하
거듭해 v-sub-udef_irule 거듭하
거듭해온 v-mod-pst_irule 거듭하아오
거듭해온 v-nonst-pres_irule 거듭하아오
거듭해왔 v-pst_irule 거듭하아오
거듭했 v-pst_irule 거듭하
거뜬해 v-comp-ae_irule 거뜬하
거뜬해 v-hay_irule 거뜬하
거뜬해 v-sub-udef_irule 거뜬하
거뜬해졌 v-pst_irule 거뜬하아지
거룩해질 v-mod-fut_irule 거룩하아지
거르신 v-mod-pst_irule 거르시
거르신 v-nonst-pres_irule 거르시
거른 v-mod-pst_irule 거르
거른 v-nonst-pres_irule 거르
거리껴 v-comp-ae_irule 거리끼
거리껴 v-hay_irule 거리끼
거리껴 v-sub-udef_irule 거리끼
거리낄 v-mod-fut_irule 거리끼
거머잡혔 v-pst_irule 거머잡히
거머쥔 v-mod-pst_irule 거머쥐
거머쥔 v-nonst-pres_irule 거머쥐
거머쥘 v-mod-fut_irule 거머쥐
거머쥠 v-ger-um_irule 거머쥐
거머채서 v-sub-reason_irule 거머채
거무튀튀해 v-comp-ae_irule 거무튀튀하
거무튀튀해 v-hay_irule 거무튀튀하
거무튀튀해 v-sub-udef_irule 거무튀튀하
거뭇해진 v-mod-pst_irule 거뭇하아지
거뭇해진 v-nonst-pres_irule 거뭇하아지
거북살스러워서 v-sub-reason_irule 거북살스럽
